"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/2232-Dunseath-Ave-NW-30318/unit-307/home/24667933","SOLD BY REDFIN","2232 Dunseath Ave NW #307, Atlanta, GA 30318","Immaculate and move-in-ready 2 bed, 1.5 bath townhome at Clayburne in the hot Upper Westside. This townhome features hardwoods throughout the main level! All new paint and fixtures. An excellent main living layout for entertaining with an open concept that has a spacious kitchen, breakfast bar, a separate breakfast nook and upgraded half bathroom. Two oversized bedrooms upstairs and a full bathroom . Across the street is Westside Village - Atlanta's newest mixed-use development that's home to The Woodall, The Refinery (world class gym), Westside Pizzeria  &  Bar, Fox  &  Mane, Yonder Yoga and more! Walk to Whetstone Trail, a 1.4-mile-long PATH trail which will eventually be connecte","$250,000","2 beds","1.5 baths","950"
"https://www.redfin.com/GA/Atlanta/2842-Glenlocke-Cir-NW-30318/home/24668571","SOLD BY REDFIN","2842 Glenlocke Cir NW, Atlanta, GA 30318","Traditional, updated beauty, bright and spacious home in a wonderful neighborhood. Close to parks, I-285 and surrounded by nature, this home offers great details: hardwood floors, separate living and dining room, office and stylish fireplace. Open-concept kitchen with quartz countertops, marble backsplash, plenty of storage and an inviting and extensive island. Upstairs, three comfortable bedrooms, large laundry room and an XL owner's suite, with vaulted ceilings, double sink, separate shower and bathtub, and a massive walk-in closet. Two car garage and new water heater. Outside, a fully fenced backyard and patio. This home is close to the new west side restaurants and a new food hall that","$402,000","4 beds","2.5 baths","2,519"
"https://www.redfin.com/GA/Atlanta/3045-Highgreen-Trl-30349/home/24669339","SOLD BY REDFIN","3045 Highgreen Trl, Atlanta, GA 30349","Welcome to 3045 Highgreen Trail! This gorgeous 5 bedroom, 3 full bath executive-style home in the premier Amhurst Swim/Tennis Community will not disappoint! Step into the 2 story foyer to view the open floor plan with hardwood floors, separate dining room and living room, and large, open family room w/ fireplace. It doesn't end there! The chef's kitchen has stainless steel appliances, an island and lots of cabinet and counter space. There's also a roomy bedroom on the main level, with a full bath right next to it! This beautiful home is flooded with natural light. Walk the cat walk to the spacious owner's retreat which has a trey ceiling and the spa-like bath has a double vanity, whirlpool","$392,000","5 beds","3 baths","3,187"
"https://www.redfin.com/GA/Union-City/8948-Crestview-Cir-30291/home/24669491","SOLD BY REDFIN","8948 Crest View Cir, Union City, GA 30291","Come tour this beautifully maintained 2,872 square foot 2 story traditional 4 bedroom, 2.5 bathroom home in the sought after Valley Lakes Community! Amazing curb appeal and a rocking chair front porch welcome you into a warm inviting space with a den/office or formal living room at the entrance of the home. The home opens up to a light filled open concept living room and eat-in kitchen with a separate formal dining room great for holidays and special occasions. Upstairs you'll find a great master suite including a separate shower and garden tub and a great walk in closet. In addition to the master, there are 3 other spacious bedrooms with ample closet space. With second floor laundry, a two","$242,400","4 beds","2.5 baths","2,872"
"https://www.redfin.com/GA/Atlanta/610-Pember-Pt-30350/home/24670570","SOLD BY REDFIN APR 14, 2025","610 Pember Pt, Sandy Springs, GA 30350","Recent updates include most appliances, water heater, HVAC, and roof! No rental restrictions!  Gorgeous townhome is move-in ready and features lots of bright open spaces! Step inside to beautiful vinyl wood floors throughout the entire home - NO carpet, even in bedrooms! Enjoy a spacious first floor bedroom with an en-suite bath, the perfect guest room, home office, man cave, playroom, you name it! Upstairs, the main living space is bright and open with tons of natural light. Large living/dining room features updated light fixtures, cozy fireplace, and access to the back deck with wooded views. Open concept eat-in kitchen has lovely granite counters, breakfast bar, tile backsplash, stainles","$450,000","3 beds","3.5 baths","1,712"
"https://www.redfin.com/GA/Atlanta/5107-Barrington-Trace-Dr-SW-30331/home/24671248","OFF MARKET","5107 Barrington Trce SW, Atlanta, GA 30331","Lovely basement home offers an amazing amount of living space. Generous entertaining areas, large bedrooms, dramatic entries and flex space. Hardwoods in 2 story foyer, family room, kitchen and breakfast area. Kitchen includes Whirlpool built-in oven, drop in cooktop, microwave and dishwasher. 5 bedrooms, 4.5 bathrooms.","$475,000","5 beds","4.5 baths","2,003"
"https://www.redfin.com/GA/Atlanta/655-Mead-St-SE-30312/unit-29/home/24672073","SOLD BY REDFIN","655 Mead St SE #29, Atlanta, GA 30312","Stylish and rare find home at wonderful Grant Park location. Close to parks, restaurants, shops and with direct access to the Atlanta Beltline, this wonderful property checks all the right boxes. Open concept and great details: beautiful floors, high ceilings and plenty of space. Fireplace in sitting room. Large principal bedroom on main floor with tray ceilings and spacious principal bathroom. Farm-style kitchen with stainless steel appliances, stone countertops and pantry. The covered porch off the kitchen allows plenty of natural light and fresh air. Bedroom, laundry area and full bathroom downstairs. One car garage with additional storage space. Beautiful community with controlled direc","$440,000","2 beds","2 baths","1,280"
"https://www.redfin.com/GA/Atlanta/6508-Snowden-Dr-30349/home/24672709","SOLD BY REDFIN","6508 Snowden Dr, College Park, GA 30349","Welcome home to this exceptional 4 bed, 2.5 bath, 2 story Brick home! As you enter into the dramatic 2 story foyer with new LVP flooring, which is flanked by arched doorways to both a separate bayed living room on one side  &  a bayed dining room on the other w/ it's beautiful judges paneling and crown molding, you are lead back to the large  &  open concept family room w/ fireplace  &  the spacious Kitchen with breakfast bar, a wall of warm cherry cabinets, stainless steel appliances, granite counter tops, breakfast area and a walk in pantry. The main level at kitchen also features a half bath and offers access to the attached 2 car garage and level back yard with poured patio","$330,000","4 beds","2.5 baths","2,761"
"https://www.redfin.com/GA/Atlanta/3489-Parc-Dr-SW-30311/home/24673530","SOLD BY REDFIN APR 9, 2025","3489 Parc Dr SW, Atlanta, GA 30311","Beautiful and updated 3-bedroom, 2.5-bathroom townhome in a prime location near shopping, I-285, and Hwy 166. Features include a spacious open floor plan, great room with fireplace, kitchen with breakfast bar, and a large dining room perfect for gatherings. The primary suite offers a garden tub, separate shower, and large vanity. Recent updates include new kitchen cabinets, fresh flooring on the first floor, new paint throughout, and a new garage door. Move-in ready!    Schedule your tour today!","$243,000","3 beds","2.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/6036-Hemperly-Rd-30349/home/24674007","SOLD BY REDFIN","6036 Hemperly Rd, Atlanta, GA 30349","Located in the Morning Creek community is this amazing 4 bedroom 2.5 bath house just waiting for you to call it HOME! New carpet  &  paint. All appliances including washer  &  dryer are included. As you enter this home you’ll take notice of the open concept. To the left of the foyer is a formal dining room or must have home office. The well-appointed eat-in kitchen has an abundance of cabinetry, gas stove, a bay window and a view to the fireside den. The upper level has the laundry closet, 3 secondary bedrooms with large closets and a shared bath. The primary bedroom has a soaring ceiling and large window that floods the room with natural light, a walk-in closet and a smaller","$299,900","4 beds","2.5 baths","2,683"
"https://www.redfin.com/GA/Atlanta/6009-City-Walk-Ln-30328/unit-2/home/24675840","SOLD BY REDFIN","6009 City Walk Ln #2, Sandy Springs, GA 30328","Discover City Walk Heights nestled on a quiet street in Downtown Sandy Springs! Enjoy a broad selection of restaurants, theatres, and shopping including Whole Foods, Publix, and Kroger. Walk to the City Springs Conference Center, Sandy Springs Farmer's Market, and parks! Located conveniently within 5 min. of MARTA, I-285, and 400, and within 10 min. of an array of healthcare options! This home boasts 10' ceilings, crown molding, 7"" baseboards, and 44"" wide stairs leading to the main and upper levels. The 3rd floor is devoted to sleep and relaxation and offers a spacious primary en-suite featuring a gracious sitting area and a private balcony. The primary bath is equipped with doub","$542,000","3 beds","3.5 baths","3,200"
"https://www.redfin.com/GA/Atlanta/14-Park-Cir-NE-30305/home/24728577","SOLD BY REDFIN","14 Park Cir NE, Atlanta, GA 30305","Beautifully preserved and tastefully renovated, this charming home is the one to tour this season. Built in the Craftsman Style, this 1924 gem is the oldest standing home located in the sought-after Peachtree Park neighborhood and is situated in the original historic section with wide-frontage, wide streets, sidewalks, traffic island and close proximity to fantastic restaurants, shopping and entertainment – all viewed from a large covered front porch. Open the front door to experience the finest details and marvelous layout: original oak and heart pine hardwood floors, high ceilings and open concept with elegant living and dining rooms. Principal bedroom is located on the main floor w","$1,225,000","5 beds","3 baths","2,985"
"https://www.redfin.com/GA/Atlanta/526-Bolton-Rd-NW-30331/home/24734305","SOLD BY REDFIN","526 Bolton Rd NW, Atlanta, GA 30331","Investors and handy buyers take a look!! Original home was built in the 1930's. Owner added an addition in the 90's. Home features 4 bedrooms and 2 bathrooms. It is set within a serene and huge lot featuring a custom built koi pond (fish convey with the sale!), a detached 2 car garage and a storage shed. Within the home you will find a large living room as well as a second living room or ""den"". Location, location! Located just minutes from downtown while enjoying the greenery of the huge yard- it is the perfect mix of both! Please note- home is in need of some TLC- will only go conventional or cash. Owner occupied so please read disclosures before viewing. Looking for a quick clos","$155,000","4 beds","2 baths","1,838"
"https://www.redfin.com/GA/Atlanta/6381-Beaver-Creek-Trl-30349/home/24743410","SOLD BY REDFIN","6381 Beaver Creek Trl, Atlanta, GA 30349","This impressive 2-story home is ready for you to move-in. Bay floor plan home with 5 bedrooms and 3 bathrooms. Walk into gorgeous floors, vibrant recessed lighting, and modern finishes and colors. The kitchen features granite counters, ample cabinet space, and stainless-steel appliances. The open floor plan allows for daily interaction while the majority of bedrooms are located upstairs. A primary suite upstairs offers an en-suite bathroom and walk-in closet. You’ll find plenty of closet space throughout the house as well as an oversized utility room and 2 car garage.","$355,000","5 beds","3 baths","2,248"
"https://www.redfin.com/GA/Atlanta/4336-Sublime-Trl-30349/home/24746027","SOLD BY REDFIN","4336 Sublime Trl, Atlanta, GA 30349","Welcome home to this beautiful 7 bed/5 bath, 3-sided brick home in sought after Pittman Park! Built in 2014, home has a new roof, separate HVAC systems for all three levels, and dual flex spaces on entry, one of which easily can be utilized as a room on the main w/ bath! Bonus room on upper level can also be converted to 8th bedroom! Kitchen boasts granite counter tops, new SS refrigerator, and double ovens. This massive residence has a large fenced back yard with covered patio and a separate detached storage; perfect for lounging or entertaining! All rooms feature vaulted ceilings and walk-in closets. The community has a low HOA with amenities including swim, tennis and playground. This ho","$490,000","7 beds","5 baths","4,353"
"https://www.redfin.com/GA/Atlanta/5795-Raventree-Ct-30349/home/24746806","SOLD BY REDFIN","5795 Raventree Ct, Atlanta, GA 30349","Spacious 5 bedroom, 3 full bath South Fulton home conveniently located minutes from Hartsfield Jackson Int'l Airport  &  Downtown Atlanta. This home has a bedroom and bathroom on the main. Vaulted ceilings in the Owners Suite with Walk in closets, separate shower and tub. Well manicured lawn on a corner lot in a quiet subdivision with NO HOA. This home has everything you need and the convenience of South Fulton living! Home is vacant, go TODAY!","$335,000","5 beds","3 baths","2,072"
"https://www.redfin.com/GA/Atlanta/753-Berrydale-Dr-30328/home/24747109","SOLD BY REDFIN","753 Berrydale Dr, Sandy Springs, GA 30328","Fabulous upper corner unit townhome at an unbeatable Sandy Springs location! Close to shopping, schools and restaurants, and easy access to I-285 and GA-400 this corner unit tick all the right boxes. Pristine condition, full of natural light, high ceilings, hardwood floors and plenty of storage. A large bedroom with bathroom on main floor. A spacious kitchen with granite counter tops, stainless steel appliances and pantry. The dining room, or second sitting area, opens to a good size balcony. Beautiful family room with fireplace and double-height ceilings. Upstairs, principal bedroom with sitting area, principal bathroom with separate tub and shower and walk-in closet. Large storage closet","$375,000","2 beds","2.5 baths","1,570"
"https://www.redfin.com/GA/Atlanta/355-Kelson-Dr-30327/home/24749740","SOLD BY REDFIN","355 Kelson Dr NW, Atlanta, GA 30327","Extraordinary! Located in a beautiful neighborhood and close to shopping, restaurants and I285, this home offers plenty of quality upgrades and details. Drive up the beautifully landscaped front garden and open the door to find hardwood floors, coffered ceilings, updated wood staircase, luxurious counter tops, and top of the range appliances. Separate living room and formal dining room full of natural light. A spacious, fully renovated kitchen with quartz countertops, tall cabinets, walk in pantry, SS appliances, and an amazing Thermador cooktop. Large en-suite bedroom on main. Family room with coffered ceilings, built-in bookshelves, and stone fireplace that opens to a fabulous Sun Room, w","$1,085,000","5 beds","5.5 baths","5,060"
"https://www.redfin.com/GA/Atlanta/3786-Melvin-Dr-SW-30331/home/24750125","SOLD BY REDFIN","3786 Melvin Dr SW, Atlanta, GA 30331","This lovely Two-story, Stucco and Hard-plank home on a basement, is located across from a park. 2-car side entrance garage with large driveway. Home has tile, carpet and hardwood type flooring. Formal dining with a wall of mirrors and a bay window. Separate living room could make the perfect office. Rear family room with a wood burning gas starter fireplace with mantel. Kitchen has a breakfast area, plenty of white cabinets, stainless steel appliances, pantry, peninsula and a door to the deck. Laundry room on main. Upper level has 2 secondary bedrooms, shared hall bath and linen closet. Generous size Primary bedroom with hardwood floors and a fireplace in the sitting room, and a separate ar","$305,000","3 beds","2.5 baths","2,041"
"https://www.redfin.com/GA/Atlanta/1875-Sylvan-Ridge-Dr-SW-30310/home/24759119","SOLD BY REDFIN","1875 Sylvan Ridge Dr SW, Atlanta, GA 30310","Enjoy coming home to your own garden sanctuary! Experience this beautiful renovation located just minutes from downtown. Refinished hardwood floors throughout, a sleek and spacious kitchen with plenty of natural light, beautiful countertops, backsplash and breakfast nook. A gleaming new spa-like bathroom. Newer, high quality HVAC system, tankless water heater, and roof. You can rest easy knowing that no shortcuts have been taken in preparing this house. The front garden, and backyard are treats to your senses. Fall in love with the dozens of plant varieties, including show-stopping Japanese maples, Korean lilac, English roses, hydrangeas, azaleas, and more. Inviting firepit and deck are ide","$326,900","3 beds","2 baths","1,286"
"https://www.redfin.com/GA/Atlanta/1226-Graymont-Dr-SW-30310/home/24759714","SOLD BY REDFIN","1226 Graymont Dr SW, Atlanta, GA 30310","*  * Stunning 3 Bedroom, 3 Bath Home in the Heart of Westside Atlanta *  *     Discover the perfect blend of charm and modern luxury in this beautifully updated home located in the highly sought-after Oakland City neighborhood of Westside Atlanta. With three spacious bedrooms and three full baths, this property promises comfortable living and impeccable style. Floorplan is great for roommates or as an income producing property. Step inside to a welcoming living room where two cozy fireplaces set a relaxed atmosphere, perfect for entertaining or quiet evenings at home. The living space shines with gorgeous hardwood floors that flow seamlessly throughout the home and are complemented by taste","$431,000","3 beds","3 baths","1,947"
"https://www.redfin.com/GA/Atlanta/251-Wellington-St-SW-30314/home/24760114","SOLD BY REDFIN","251 Wellington St SW, Atlanta, GA 30314","Gorgeous custom 3 sided brick completely renovated bungalow in Mozley Park!  A Charming Front Porch and a large driveway welcome you. Upon entry, you'll be delighted by the custom details and the natural light this home offers. Tasteful upgrades throughout to include hardwood floors, modern light fixtures, high ceilings, recessed lighting, freshly painted, too many upgrades to mention! A Chef's Kitchen with marble countertops, tile backsplash, wood cabinets, stainless steel appliances, and a large island perfect for gatherings, opens to the living and dining room for the ultimate entertainment experience! A captivating master suite with gorgeous barn doors leading to a spa-inspired bathroom","$329,000","3 beds","2 baths","1,600"
"https://www.redfin.com/GA/Atlanta/1935-Sandtown-Rd-SW-30311/home/24760862","SOLD BY REDFIN","1935 Sandtown Rd SW, Atlanta, GA 30311","Welcome to this exceptional, newly renovated home nestled in the prestigious Venetian Hills area. With its well-established reputation and a nearby golf course, this property offers a truly enchanting living experience. Conveniently located near all amenities, you'll enjoy easy access to everything you need. Step inside this remarkable 4-sided brick residence to discover a tastefully updated interior. The new roof and electrical system provide peace of mind, ensuring a worry-free lifestyle. The addition of new appliances adds a touch of modern elegance to the heart of the home. Prepare to be captivated by the vast, leveled back yard, offering ample space for outdoor activities and endless p","$380,000","3 beds","2 baths","1,697"
"https://www.redfin.com/GA/Atlanta/2041-North-Ave-NW-30318/home/24761592","SOLD BY REDFIN NOV 22, 2024","2041 North Ave NW, Atlanta, GA 30318","Updated Bungalow in Grove Park with 2 bedrooms, 1 bathroom, and a Bonus Room/Office. This home boasts an open layout, preserving its original hardwood floors, and a newly remodeled kitchen with quartz countertops, stainless steel appliances. The bathroom has a modern design. The house has received new siding, a fresh roof, and an improved driveway, along with a stand-alone garage. Conveniently located within walking distance to Marta, Westside Quarry Park, Atlanta Beltline, and PATH.","$265,000","2 beds","1 bath","968"
"https://www.redfin.com/GA/Atlanta/2329-Colorado-Trl-SW-30331/home/24765647","SOLD BY REDFIN","2329 Colorado Trl SW, Atlanta, GA 30331","WELCOME TO 2329 COLORADO TRL SW! This charming 3-bedroom, 1.5-bathroom home is situated on a spacious corner lot. The classic 4-sided brick exterior home is beaming with potential with a partially finished basement, providing additional space for your personal touches. There is no HOA so you have the freedom to personalize and enhance your property without restrictions. The large backyard is perfect for entertaining or simply unwinding after a long day. The vintage charm is around every corner of this home! Don't miss the opportunity to make this house your home!","$205,000","3 beds","1.5 baths","1,185"
"https://www.redfin.com/GA/Atlanta/8060-River-Cir-30350/home/24772887","SOLD BY REDFIN","8060 River Cir, Atlanta, GA 30350","Beautiful 4 bed 3.5 bath located in Riveredge. Bright and open living area. Amazing back porch great for entertaining includes a gas grill, fireplace bar, and heater. The backyard is both peaceful and private with a trail, treehouse, sandbox, and bridge. Home features built-ins throughout, a beautiful closet in the primary suite with two additional closets, updated primary bath, window seat in the upstairs bedroom, and much more. Partially finished basement with full bathroom and tons of storage. Centrally located and just minutes to shopping!","$735,000","4 beds","3.5 baths","3,482"
"https://www.redfin.com/GA/Atlanta/1732-Pryor-Rd-SW-30315/unit-807/home/24779472","SOLD BY REDFIN","1732 Pryor Rd SW #807, Atlanta, GA 30315","This spacious 3-bedroom, 3.5-bath townhome offers 1,700 sq ft of modern living space. Each bedroom has its own en suite bathroom for privacy and convenience. The well-equipped kitchen, ample storage, and cozy living area add to the comfort. Enjoy community amenities like a pool and playground. Conveniently located near the Beltline, Hartsfield International Airport, Mercedes-Benz Stadium, shopping, dining, and with easy access to I-75. It's a fantastic opportunity for comfortable and stylish living.","$252,000","3 beds","3.5 baths","1,656"
"https://www.redfin.com/GA/Atlanta/293-Jordan-St-SE-30315/home/24783120","SOLD BY REDFIN","293 Jordan St SE, Atlanta, GA 30315","Welcome home to Historic Lakewood Heights!  . 3bed, 2.5 bath with bonus room. Open concept with hardwood like floors throughout the first floor. The kitchen boasts solid surface countertops, stainless steel appliances, and a breakfast nook and a nice sized living room with  fireplace and vaulted ceilings . Primary suite on 1st floor. Large  flat and gated backyard perfect for entertaining. This home will not last long!!! Highest  &  Best Due by 5pm 1/2","$305,000","3 beds","2.5 baths","1,637"
"https://www.redfin.com/GA/Atlanta/3649-Venetian-Pl-SW-30331/home/24783830","SOLD BY REDFIN","3649 Venetian Pl SW, Atlanta, GA 30331","Welcome home to this fantastic 4 bedroom, 2.5 Bath Brick front 2 story on full basement nestled on quiet Cul-De-Sac lot in Princeton Lakes. Home features a bright, open floor plan with hardwood floors throughout main level, a separate formal dining and living room space with a large, open gourmet kitchen with granite counter tops, warm cherry cabinets, stainless steel appliances, breakfast area, island, bar, and butlers pantry. Main level also features a laundry room, a half bath and access to the attached, 2 car garage. Upper level features hardwood hallway, a primary suite with trey ceiling, large ensuite with double vanities, whirlpool tub, separate shower and walk in closet. Upper level","$381,720","4 beds","2.5 baths","2,325"
"https://www.redfin.com/GA/Atlanta/3895-Parham-Way-30349/home/24786143","OFF MARKET","3895 Parham Way, Atlanta, GA 30349","Welcome home to 3895 Parham Way! This Beautiful home offers so much. Come inside and fall in love. High vault ceilings, master bedroom with sitting area on the main level, open floor plan, upstairs includes three bedrooms with loft. There is also a partially finished basement with a wet bar, rooms, or additional space utilized as a theater room, office, gym, and extra space that could be used for additional space. Come by and see for yourself.","$495,000","4 beds","3.5 baths","5,130"
"https://www.redfin.com/GA/Atlanta/5576-Bluegrass-Dr-30349/home/24787654","SOLD BY REDFIN","5576 Bluegrass Dr, Atlanta, GA 30349","*  * BACK ON THE MARKET DUE TO NO FAULT OF THE SELLER *  *  Come check out this beautifully laid out South Fulton home, boasting 5 bedrooms and 3 full bathrooms. The main floor is bright and airy with an open living room, separate dining room and secondary bedroom and full bath. The eat-in kitchen is a cook's dream come true, boasting plenty of counter space. Upstairs you'll find the spacious primary suite, with a sitting area and an ensuite bathroom with a soaking tub, along with 3 additional bedrooms. This home provides easy access to South Fulton Parkway, local shopping and schools. Home being sold AS-IS.","$310,000","5 beds","3 baths","2,180"
"https://www.redfin.com/GA/Atlanta/2488-Dellwood-Dr-NW-30305/home/24791053","OFF MARKET","2488 Dellwood Dr NW, Atlanta, GA 30305","Wonderful opportunity for the most charming home in Haynes Manor. Large living room with antique mirrored wall, fireplace, bright sunroom off of living. Cute kitchen with view to cozy keeping room. 9 foot ceilings. Primary suite upstairs with walk in closet, double vanity, tub/shower condo. Guest suite on main. Newly finished basement with flex space, mud room, powder room, tons of storage space. Large private back yard.","$1,542,500","4 beds","3.5 baths","3,083"
"https://www.redfin.com/GA/Atlanta/58-Kenyon-St-SE-30316/home/24792691","SOLD BY REDFIN","58 Kenyon St SE, Atlanta, GA 30316","Beautifully updated, Tile showers, new flooring, new carpet, hardwood on main level, fresh exterior paint, new back deck. Fenced yard, backs up to Beltline. Walk to restaurants, bars, shopping. New Roof and updated HVAC. Don't miss this one!","$639,000","3 beds","2.5 baths","2,030"
"https://www.redfin.com/GA/Atlanta/5492-Glenridge-Dr-30342/unit-512/home/24793431","SOLD BY REDFIN","5492 Glenridge Dr #512, Atlanta, GA 30342","Beautiful Move-In Ready Townhome located in the sought after community of Northland Place. Set in a Prime Location with easy access to 400/285, shopping, the Prado and hospitals! This spacious open concept home features hard woods throughout the main level, fireside living room and built-in bookcases. Separate dining area, a spacious chef's kitchen with new stainless steel appliances, granite counters, tile backsplash and walk-in pantry. French doors open to your deck overlooking a private wooded backyard. Primary suite with second fireplace, trey ceiling, bookcases, two large walk-in custom closets. Oversized spa bath with vaulted ceiling, double vanity, separate jetted tub and shower. 2 a","$479,000","4 beds","3.5 baths","2,036"
"https://www.redfin.com/GA/Atlanta/2201-Burroughs-Ave-SE-30315/home/24796163","SOLD BY REDFIN","2201 Burrough Ave SE, Atlanta, GA 30315","This quaint, 3 bedroom 1 bath bungalow has a new roof, newly stained original hardwood floors, interior freshly painted, large fenced private back yard, is centrally located and is within close proximity to the amazing Atlanta Urban Food Forest. Less than 4 miles from Beltline Restaurants and Breweries, Grant Park, and the Atlanta Zoo, it's the perfect location to bask what Atlanta society has to offer. Enjoy light traffic commutes with a breezy 15 minute all-street route to Downtown Atlanta, Fort McPherson VA Clinic and Tyler Perry Studios. Plus, this lovely home is only 15 minutes from Hartsfield-Jackson International Airport, perfect for traveling.","$150,000","3 beds","1 bath","1,038"
"https://www.redfin.com/GA/Atlanta/387-Oakland-Ave-SE-30312/home/24796352","SOLD BY REDFIN","387 Oakland Ave SE, Atlanta, GA 30312","A wonderful gem in the historic North Grant Park, Atlanta. Located just minutes from Downton, close to restaurants, shopping, I20 and I85, this beautiful home offers great details and all the charm of the South. Located at an exclusive cul-de-sac, this double porch home offers beautiful re-stained hardwood floors, a lovely fireplace and a modern kitchen with granite countertops, SS appliances and breakfast room. The two spacious bedrooms upstairs have their own bathrooms and access to the upstairs porch! Fresh interior paint. Outside, a large garden, leveled and fully fenced. Storage space, a parking spot and your own herbs garden. This is a beautiful property at the perfect location. Come","$447,000","2 beds","2.5 baths","1,120"
"https://www.redfin.com/GA/Atlanta/1121-Park-Overlook-Dr-NE-30324/home/24797015","SOLD BY REDFIN","1121 Park Overlook Dr NE, Atlanta, GA 30324","City lifestyle meets historical charm. Welcome to Park Overlook in the award-winning Sarah Smith School District. This massive 4 sided  brick John Willis Custom Home has a distinctive style and an understated elegance that reflects the southern lifestyle with a modern touch. Exclusive corner lot nestled within the gated community with panoramic views of the 11 Acre Shady Valley Park. This Home provides a  fresh, forward-thinking 4-level open sun-filled architectural style that you will surely fall in love with. 9 ft ceilings on every level. Massive  rooftop deck with endless possibilities for entertaining with family and friends.","$890,000","5 beds","4.5 baths","4,092"
"https://www.redfin.com/GA/Atlanta/655-Mead-St-SE-30312/unit-82/home/24797344","SOLD BY REDFIN","655 Mead St SE #82, Atlanta, GA 30312","Gorgeous townhome in Southeast Atlanta just a short walk to Zoo Atlanta and Grant Park! Hardwood floors carry you through the open concept layout on the main level. The kitchen features black granite counters, stone tile backsplash, and a tall kitchen island. The dining area adjacent to the kitchen offers seating for eight. The fireside great room leads to a covered balcony and showcases built-in cabinetry with peek-a-boo doors around the fireplace. Also on the main level is a butler's pantry, a large bedroom, and a half bath. The primary suite features a tray ceiling with a fan and has two sinks and a separate tub and shower. Also upstairs is the laundry closet and two additional spacious","$405,000","3 beds","2.5 baths","1,800"
"https://www.redfin.com/GA/Atlanta/877-Euclid-Ave-NE-30307/home/24798129","SOLD BY REDFIN","877 Euclid Ave NE, Atlanta, GA 30307","Here is your rare chance to buy a charming, move-in ready home in Inman Park for under $500K! This airy, window-filled craftsman offers two bedrooms, an office, three fireplaces, a renovated bathroom, original hardwoods, granite countertops, a breakfast room that faces the tree-lined garden, as well as off-street parking. Nestled in the heart of one of the most architecturally exquisite blocks in the city, this house enjoys superb views!  Inman Park's famous Beath-Dickey House and its Victorian neighbors, regularly visited on tours of Atlanta, are your permanent view across the street! This home is also a walker's dream, easily accessible to everything Inman Park has to offer, including Spr","$514,000","2 beds","1 bath","1,159"
"https://www.redfin.com/GA/Atlanta/1092-Edgefield-Dr-SW-30310/home/24798611","SOLD BY REDFIN","1092 Edgefield Dr SW, Atlanta, GA 30310","Don't miss out on this LOVELY Oakland City Gem! This home boasts 3 bedrooms and 3 full baths, Vaulted ceilings, open kitchen w/ SS appliances, a sunken dining room with double doors that opens up to a spacious deck overlooking a huge backyard. Additionally, the home features hardwoods throughout with custom tile in the baths and as well the interior and exterior have been freshly painted. A must-see to appreciate!!","$385,000","3 beds","3 baths","1,419"
"https://www.redfin.com/GA/Atlanta/2108-Fairburn-Rd-SW-30331/home/24800008","SOLD BY REDFIN FEB 28, 2025","2108 Fairburn Rd SW, Atlanta, GA 30331","This 2-bedroom, 1-bath home is a diamond in the rough, requiring a complete rehab but offering incredible potential for those with a vision. Situated in a prime location on a large lot, it provides easy access to major interstates and is just a short drive to the airport. The property features a solid foundation and spacious rooms, providing a great starting point for renovation. With the right touch, this home could be transformed into a charming residence and an excellent investment opportunity. Don't miss out on this rare chance to invest in a highly convenient and desirable area for an amazing return on your investment.","$120,000","2 beds","1 bath","1,132"
"https://www.redfin.com/GA/Atlanta/2120-Fairburn-Rd-SW-30331/home/24800040","SOLD BY REDFIN FEB 7, 2025","2120 Fairburn Rd SW, Atlanta, GA 30331","This brick home presents a fantastic opportunity for renovation enthusiasts or investors seeking to bring new life to a property with solid bones. This home offers 3 bedrooms with 2.5 baths and a full basement ready for rehab, all on a beautiful 1+ acre lot. The detached two car garage brings added value! This home offers the potential for a very profitable rehab!    Classic brick construction and the roof is within a few years old. The interior has excellent potential! Come with your creative designs to transform this amazing home’s layout! The basement offers potential for extra living space with a full bathroom  &  storage!    With the right investment, this brick home can be t","$210,000","4 beds","2.5 baths","1,342"
"https://www.redfin.com/GA/Atlanta/2708-Oldknow-Dr-NW-30318/home/24800566","SOLD BY REDFIN","2708 Oldknow Dr NW, Atlanta, GA 30318","This lovely bungalow home is located in the highly sought after historic Collier Heights on the Westside of Atlanta and has been fully renovated from top to bottom! As you enter, you'll notice the beautiful hardwood floors that run throughout this open concept home with fresh paint, contemporary lighting, gas fireplace in the living room and lots of natural light. The chef’s kitchen features stainless steel appliances, farm sink, plenty of cabinets, center island, wine cooler and quartz counter tops. The spacious primary suite features a gas fireplace, walk in closet with shelving, spa bath with double vanities, glassed in shower with soaking tub, skylights and decorative tile floors.","$350,000","3 beds","2.5 baths","1,396"
